# chi2_tot  chi2_prior  chi2_data
   3363.59     0.32923    3363.26
   3439.84     1.76288    3438.08
   3529.52     1.05123    3528.47
   3644.83     1.32913     3643.5
   3399.87    0.702617    3399.16
   3609.61    0.818862    3608.79
   3414.22     1.09505    3413.12
   3505.62      0.9126    3504.71
   3473.86    0.426682    3473.44
    3534.4    0.282832    3534.11
   3446.85    0.954916    3445.89
   3485.32     0.98074    3484.34
   3517.04     1.03483    3516.01
   3425.31    0.369821    3424.94
   3469.28    0.492796    3468.79
   3387.84    0.525789    3387.31
   3465.64    0.428407    3465.21
   3539.28    0.856675    3538.42
    3514.3    0.209797    3514.09
   3508.55    0.817592    3507.73
   3553.32     1.01777     3552.3
    3631.2     1.08804    3630.11
   3607.21    0.506297     3606.7
   3545.46    0.304903    3545.16
   3518.02    0.627415    3517.39
   3578.77    0.377655    3578.39
   3660.98    0.882896    3660.09
   3453.73    0.672433    3453.06
   3685.36     1.03082    3684.33
   3576.77    0.392002    3576.38
   3602.49    0.555083    3601.93
   3533.62    0.571132    3533.05
   3427.26    0.617957    3426.64
   3650.71    0.274614    3650.43
   3472.77    0.721683    3472.05
   3537.45     1.65715    3535.79
   3563.43     1.53453    3561.89
   3511.51     1.12551    3510.39
    3583.4    0.311503    3583.09
   3628.24     2.06554    3626.18
   3635.43    0.664393    3634.76
   3582.49     0.43208    3582.06
   3498.43    0.505682    3497.92
   3406.84    0.552398    3406.29
   3393.49    0.333175    3393.15
   3400.84    0.576146    3400.26
   3481.69     2.43077    3479.26
   3569.55     1.80888    3567.74
   3594.89     1.26695    3593.63
   3587.14      1.2294    3585.91
   3593.56     0.49868    3593.07
   3562.19    0.750312    3561.44
   3610.38     0.87655    3609.51
   3415.72    0.676705    3415.05
   3512.35     1.57134    3510.78
   3591.99    0.842689    3591.15
   3542.33    0.427123     3541.9
    3577.9    0.626473    3577.27
   3512.51    0.544431    3511.96
   3475.99     1.68312    3474.31
   3512.21    0.522936    3511.68
   3638.91     1.07679    3637.83
   3567.92    0.494305    3567.42
   3474.46     1.06995    3473.39
   3401.98    0.644131    3401.33
   3464.11     0.54002    3463.57
   3485.04    0.475448    3484.57
   3531.19      1.2397    3529.95
   3629.19    0.692193     3628.5
    3434.4    0.889474    3433.51
   3622.51     1.19346    3621.32
   3506.23     1.65408    3504.58
   3497.04     0.34705    3496.69
   3570.72    0.540948    3570.18
   3390.59      1.0649    3389.52
   3517.05     1.92638    3515.12
   3559.32    0.651918    3558.67
   3457.21    0.782864    3456.43
   3449.03    0.969483    3448.06
   3544.74     1.01482    3543.73
   3608.35     1.00694    3607.34
    3596.1    0.224943    3595.88
   3480.97     1.29712    3479.68
    3562.9    0.367838    3562.53
   3680.78     1.35753    3679.43
   3617.92    0.506477    3617.41
   3389.85    0.997438    3388.85
   3570.47     1.94178    3568.53
   3588.51    0.776759    3587.73
   3526.88     2.49771    3524.38
   3544.87    0.723223    3544.15
   3566.81    0.854493    3565.96
   3573.44    0.773615    3572.67
   3428.39    0.670632    3427.72
   3523.69    0.446305    3523.25
   3483.28    0.605933    3482.67
   3520.63     1.10499    3519.53
   3772.33     1.02818     3771.3
   3458.39    0.665824    3457.72
   3578.44     0.31311    3578.12
   3344.32    0.788732    3343.53
   3650.06    0.781936    3649.28
    3634.9    0.778996    3634.12
   3507.48     1.01458    3506.47
   3551.82     0.77692    3551.05
   3619.32       0.197    3619.12
   3591.99    0.205399    3591.78
   3482.58     1.51665    3481.06
   3469.82    0.845763    3468.97
   3565.32    0.598256    3564.72
   3675.44     1.94192    3673.49
   3707.18    0.800187    3706.38
   3458.99    0.913423    3458.08
   3568.64    0.725225    3567.91
   3552.33    0.854082    3551.48
   3531.11    0.281754    3530.83
   3525.04     1.11762    3523.92
   3583.91     0.91373    3582.99
   3705.27    0.858536    3704.41
   3560.34    0.869982    3559.47
   3691.97     1.57163     3690.4
   3405.05    0.560468    3404.49
    3428.6     1.21184    3427.39
   3483.87     1.56448    3482.31
   3679.34    0.639212     3678.7
   3470.49    0.553938    3469.94
   3601.48     2.73539    3598.74
   3662.06     0.51588    3661.55
   3507.63    0.621667    3507.01
   3633.76    0.222675    3633.54
   3491.83    0.813353    3491.02
   3304.26     1.00897    3303.25
   3629.05     1.19191    3627.85
   3573.34     1.14556     3572.2
   3488.04    0.649448    3487.39
   3516.77    0.715122    3516.05
   3495.77     0.68792    3495.08
