# chi2_tot  chi2_prior  chi2_data
   764.661    0.273294    764.388
   784.857     1.10784    783.749
   796.051    0.495636    795.555
   751.154    0.691467    750.462
   785.828    0.823835    785.004
   753.405    0.172992    753.232
   766.076    0.501544    765.575
   776.321     2.90755    773.414
    834.16    0.482514    833.677
   881.759    0.625198    881.134
   775.432     1.99317    773.438
